r,1,2,3,4,5,6,7,8
2.2819,-137.8679905,6.19132322,126.1794194,89.66760224,-56.22836254,94.84484085,107.4144158,-162.1164191
2.2862,-137.5184714,6.55407194,126.591969,89.95221966,-56.23183236,94.87571317,107.6960286,-161.9930555
2.2905,-137.1707837,6.85580429,127.0008387,90.23417347,-56.23525398,94.90633423,107.9786879,-161.8678729
2.2948,-136.8249513,7.09948818,127.4060422,90.51348263,-56.23862948,94.93670722,108.2623427,-161.7408713
2.2991,-136.4809984,7.2880915,127.8075934,90.79016612,-56.24196095,94.96683534,108.5469422,-161.6120509
2.3034,-136.138949,7.42458216,128.2055061,91.06424289,-56.24525047,94.99672179,108.8324354,-161.4814116
2.3077,-135.7988272,7.51192805,128.5997942,91.3357319,-56.24850013,95.02636975,109.1187715,-161.3489538
2.312,-135.4606569,7.55309708,128.9904713,91.60465211,-56.25171202,95.05578244,109.4058995,-161.2146774
2.3163,-135.1244623,7.55105714,129.3775513,91.87102248,-56.25488821,95.08496303,109.6937686,-161.0785825
2.3206,-134.7902674,7.50877615,129.7610481,92.13486198,-56.25803079,95.11391474,109.9823279,-160.9406693
2.3249,-134.4580963,7.42922199,130.1409753,92.39618957,-56.26114185,95.14264074,110.2715264,-160.8009378
2.3292,-134.127973,7.31536258,130.5173469,92.65502421,-56.26422347,95.17114425,110.5613133,-160.6593882
2.3335,-133.7999215,7.17016581,130.8901767,92.91138485,-56.26727774,95.19942845,110.8516376,-160.5160206
2.3378,-133.473966,6.99659958,131.2594783,93.16529047,-56.27030675,95.22749653,111.1424485,-160.370835
2.3421,-133.1501305,6.7976318,131.6252658,93.41676002,-56.27331257,95.25535171,111.4336951,-160.2238316
2.3464,-132.828439,6.57623036,131.9875527,93.66581246,-56.27629729,95.28299716,111.7253265,-160.0750105
2.3507,-132.5089156,6.33536316,132.346353,93.91246676,-56.279263,95.31043609,112.0172918,-159.9243718
2.355,-132.1915844,6.07799812,132.7016805,94.15674187,-56.28221178,95.33767169,112.30954,-159.7719155
2.3593,-131.8764693,5.80710312,133.0535489,94.39865676,-56.28514572,95.36470716,112.6020203,-159.6176418
2.3636,-131.5635945,5.52564607,133.4019721,94.63823039,-56.2880669,95.39154568,112.8946819,-159.4615508
2.3679,-131.252984,5.23659487,133.7469639,94.87548172,-56.29097741,95.41819047,113.1874737,-159.3036426
2.3722,-130.9446618,4.94291743,134.0885381,95.11042971,-56.29387933,95.44464471,113.4803449,-159.1439172
2.3765,-130.6386521,4.64758163,134.4267085,95.34309333,-56.29677474,95.4709116,113.7732447,-158.9823749
2.3808,-130.3349788,4.35355539,134.7614888,95.57349152,-56.29966574,95.49699434,114.066122,-158.8190156
2.3851,-130.0336617,4.0638066,135.0928938,95.80164264,-56.30255415,95.5228958,114.3589303,-158.6538425
2.3894,-129.7346956,3.7810648,135.420943,96.02756149,-56.30544036,95.54861717,114.6516471,-158.4868758
2.3937,-129.4380668,3.50616003,135.7456578,96.25126162,-56.30832423,95.57415899,114.9442584,-158.3181413
2.398,-129.1437612,3.2390139,136.0670592,96.4727566,-56.31120564,95.5995218,115.2367502,-158.1476653
2.4023,-128.8517652,2.97954235,136.3851688,96.69205997,-56.31408446,95.62470617,115.5291086,-157.9754737
2.4066,-128.5620648,2.72766131,136.7000077,96.9091853,-56.31696057,95.64971265,115.8213196,-157.8015927
2.4109,-128.2746462,2.48328673,137.0115972,97.12414614,-56.31983383,95.67454178,116.1133692,-157.6260483
2.4152,-127.9894956,2.24633454,137.3199586,97.33695606,-56.32270412,95.69919412,116.4052435,-157.4488666
2.4195,-127.706599,2.01672069,137.6251132,97.5476286,-56.32557131,95.72367022,116.6969285,-157.2700737
2.4238,-127.4259427,1.79436112,137.9270822,97.75617732,-56.32843527,95.74797063,116.9884102,-157.0896956
2.4281,-127.1475128,1.57917176,138.225887,97.96261579,-56.33129587,95.77209591,117.2796747,-156.9077585
2.4324,-126.8712953,1.37106856,138.5215488,98.16695755,-56.33415299,95.79604661,117.570708,-156.7242883
2.4367,-126.5972766,1.16996746,138.8140889,98.36921617,-56.3370065,95.81982327,117.8614961,-156.5393112
2.441,-126.3254427,0.9757844,139.1035286,98.5694052,-56.33985627,95.84342645,118.1520251,-156.3528533
2.4453,-126.0557798,0.78843532,139.3898892,98.76753821,-56.34270218,95.8668567,118.442281,-156.1649405
2.4496,-125.788274,0.60783616,139.6731919,98.96362874,-56.34554408,95.89011458,118.7322498,-155.975599
2.4539,-125.5229114,0.43390286,139.953458,99.15769035,-56.34838187,95.91320063,119.0219176,-155.7848549
2.4582,-125.2596783,0.26655135,140.2307088,99.3497366,-56.3512154,95.93611541,119.3112704,-155.5927342
2.4625,-124.9985608,0.10569759,140.5049657,99.53978105,-56.35404456,95.95885947,119.6002942,-155.3992629
2.4668,-124.7395449,-0.04874249,140.7762498,99.72783726,-56.3568692,95.98143336,119.888975,-155.2044673
2.4711,-124.4826169,-0.19685295,141.0445824,99.91391878,-56.35968922,96.00383764,120.177299,-155.0083733
2.4754,-124.227763,-0.33871785,141.3099848,100.0980392,-56.36250447,96.02607284,120.4652521,-154.811007
2.4797,-123.9749692,-0.47442125,141.5724784,100.280212,-56.36531483,96.04813954,120.7528203,-154.6123945
2.484,-123.7242217,-0.6040472,141.8320844,100.4604508,-56.36812017,96.07003827,121.0399897,-154.4125618
2.4883,-123.4755066,-0.72767977,142.088824,100.6387691,-56.37092037,96.09176959,121.3267464,-154.2115351
2.4926,-123.2288102,-0.84540302,142.3427186,100.8151806,-56.37371529,96.11333406,121.6130763,-154.0093403
2.4969,-122.9841185,-0.95730101,142.5937894,100.9896987,-56.37650481,96.13473222,121.8989655,-153.8060037
2.5012,-122.7414176,-1.06345779,142.8420577,101.162337,-56.3792888,96.15596462,122.1844,-153.6015512
2.5055,-122.5006939,-1.16395743,143.0875449,101.333109,-56.38206714,96.17703183,122.4693659,-153.3960089
2.5098,-122.2619333,-1.25888398,143.3302721,101.5020284,-56.38483968,96.19793438,122.7538492,-153.1894028
2.5141,-122.0251221,-1.34832151,143.5702606,101.6691087,-56.38760632,96.21867283,123.0378358,-152.9817592
2.5184,-121.7902463,-1.43235408,143.8075318,101.8343634,-56.39036691,96.23924774,123.321312,-152.773104
2.5227,-121.5572922,-1.51106574,144.0421069,101.9978061,-56.39312134,96.25965965,123.6042636,-152.5634633
2.527,-121.3262459,-1.58454055,144.2740072,102.1594504,-56.39586947,96.27990912,123.8866768,-152.3528632
2.5313,-121.0970935,-1.65286258,144.503254,102.3193098,-56.39861117,96.2999967,124.1685375,-152.1413297
2.5356,-120.8698212,-1.71611588,144.7298685,102.4773978,-56.40134632,96.31992294,124.4498317,-151.9288889
2.5399,-120.6444151,-1.77438451,144.9538721,102.6337281,-56.40407479,96.33968839,124.7305457,-151.715567
2.5442,-120.4208614,-1.82775254,145.175286,102.7883142,-56.40679645,96.35929361,125.0106652,-151.5013899
2.5485,-120.1991462,-1.87630401,145.3941315,102.9411696,-56.40951118,96.37873914,125.2901764,-151.2863837
2.5528,-119.9792557,-1.920123,145.6104299,103.0923079,-56.41221884,96.39802554,125.5690654,-151.0705746
2.5571,-119.7611759,-1.95929357,145.8242024,103.2417426,-56.41491931,96.41715336,125.8473181,-150.8539886
2.5614,-119.5448932,-1.99389976,146.0354704,103.3894874,-56.41761246,96.43612316,126.1249206,-150.6366517
2.5657,-119.3303936,-2.02402565,146.2442551,103.5355557,-56.42029816,96.45493547,126.4018589,-150.41859
2.57,-119.1176632,-2.04975528,146.4505778,103.6799611,-56.42297629,96.47359086,126.678119,-150.1998297
2.5743,-118.9066882,-2.07117273,146.6544598,103.8227173,-56.42564671,96.49208988,126.953687,-149.9803967
2.5786,-118.6974548,-2.08836204,146.8559224,103.9638376,-56.4283093,96.51043308,127.228549,-149.7603171
2.5829,-118.4899491,-2.10140729,147.0549868,104.1033358,-56.43096394,96.52862101,127.5026909,-149.5396171
2.5872,-118.2841573,-2.11039252,147.2516743,104.2412253,-56.43361048,96.54665423,127.7760987,-149.3183227
2.5915,-118.0800655,-2.1154018,147.4460063,104.3775198,-56.43624881,96.56453327,128.0487586,-149.0964599
2.5958,-117.8776598,-2.1165192,147.6380039,104.5122327,-56.4388788,96.58225871,128.3206565,-148.8740549
2.6001,-117.6769264,-2.11382876,147.8276885,104.6453776,-56.44150032,96.59983108,128.5917785,-148.6511337
2.6044,-117.4778514,-2.10741454,148.0150814,104.7769681,-56.44411324,96.61725095,128.8621106,-148.4277223
2.6087,-117.280421,-2.09736062,148.2002038,104.9070177,-56.44671743,96.63451885,129.1316389,-148.203847
2.613,-117.0846214,-2.08375104,148.383077,105.0355401,-56.44931277,96.65163535,129.4003493,-147.9795336
2.6173,-116.8904387,-2.06666987,148.5637223,105.1625486,-56.45189913,96.668601,129.6682279,-147.7548083
2.6216,-116.6978589,-2.04620116,148.7421609,105.288057,-56.45447638,96.68541635,129.9352608,-147.5296972
2.6259,-116.5068684,-2.02242898,148.9184142,105.4120788,-56.45704439,96.70208194,130.2014339,-147.3042264
2.6302,-116.3174532,-1.99543739,149.0925035,105.5346275,-56.45960303,96.71859834,130.4667334,-147.0784219
2.6345,-116.1295995,-1.96531044,149.2644499,105.6557167,-56.46215218,96.73496609,130.7311451,-146.8523097
2.6388,-115.9432934,-1.9321322,149.4342749,105.7753599,-56.46469171,96.75118574,130.9946553,-146.625916
2.6431,-115.7585211,-1.89598672,149.6019996,105.8935707,-56.46722149,96.76725785,131.2572499,-146.3992669
2.6474,-115.5752687,-1.85695806,149.7676454,106.0103626,-56.46974139,96.78318297,131.5189149,-146.1723883
2.6517,-115.3935224,-1.81513029,149.9312336,106.1257493,-56.47225129,96.79896166,131.7796363,-145.9453064
2.656,-115.2132683,-1.77058747,150.0927853,106.2397442,-56.47475105,96.81459445,132.0394003,-145.7180473
2.6603,-115.0344925,-1.72341364,150.252322,106.352361,-56.47724055,96.83008191,132.2981928,-145.490637
2.6646,-114.8571813,-1.67369288,150.4098648,106.4636131,-56.47971967,96.84542459,132.5559999,-145.2631016
2.6689,-114.6813207,-1.62150924,150.5654351,106.5735142,-56.48218827,96.86062303,132.8128076,-145.0354671
2.6732,-114.5068969,-1.56694678,150.7190541,106.6820778,-56.48464622,96.8756778,133.0686019,-144.8077597
2.6775,-114.3338961,-1.51008957,150.8707432,106.7893174,-56.4870934,96.89058943,133.3233688,-144.5800054
2.6818,-114.1623044,-1.45102165,151.0205235,106.8952466,-56.48952969,96.90535849,133.5770945,-144.3522303
2.6861,-113.992108,-1.3898271,151.1684165,106.999879,-56.49195494,96.91998553,133.8297649,-144.1244604
2.6904,-113.8232929,-1.32658997,151.3144433,107.1032281,-56.49436904,96.93447109,134.0813661,-143.8967219
2.6947,-113.6558454,-1.26139432,151.4586252,107.2053075,-56.49677185,96.94881574,134.3318841,-143.6690407
2.699,-113.4897516,-1.1943242,151.6009836,107.3061307,-56.49916326,96.96302001,134.5813049,-143.441443
2.7033,-113.3249976,-1.12546369,151.7415397,107.4057113,-56.50154312,96.97708447,134.8296145,-143.2139549
2.7076,-113.1615697,-1.05489684,151.8803147,107.5040629,-56.50391132,96.99100966,135.0767991,-142.9866024
2.7119,-112.9994538,-0.9827077,152.0173301,107.601199,-56.50626772,97.00479614,135.3228446,-142.7594116
2.7162,-112.8386363,-0.90898034,152.152607,107.6971332,-56.5086122,97.01844446,135.567737,-142.5324085
2.7205,-112.6791031,-0.83379882,152.2861667,107.7918789,-56.51094462,97.03195517,135.8114625,-142.3056193
2.7248,-112.5208406,-0.7572472,152.4180305,107.8854499,-56.51326487,97.04532883,136.054007,-142.0790699
2.7291,-112.3638348,-0.67940954,152.5482197,107.9778596,-56.51557281,97.05856597,136.2953565,-141.8527866
2.7334,-112.2080719,-0.60036989,152.6767556,108.0691215,-56.51786832,97.07166717,136.5354971,-141.6267953
2.7377,-112.0535379,-0.52021232,152.8036594,108.1592494,-56.52015127,97.08463296,136.7744149,-141.4011221
2.742,-111.9002192,-0.43902089,152.9289525,108.2482566,-56.52242152,97.0974639,137.0120958,-141.1757931
2.7463,-111.7481018,-0.35687965,153.0526561,108.3361568,-56.52467896,97.11016054,137.2485259,-140.9508344
2.7506,-111.5971719,-0.27387267,153.1747915,108.4229635,-56.52692345,97.12272344,137.4836912,-140.726272
2.7549,-111.4474155,-0.190084,153.2953799,108.5086903,-56.52915486,97.13515314,137.7175778,-140.5021321
2.7592,-111.298819,-0.10559771,153.4144427,108.5933508,-56.53137308,97.1474502,137.9501717,-140.2784406
2.7635,-111.1513683,-0.02049785,153.5320012,108.6769584,-56.53357797,97.15961517,138.1814588,-140.0552237
2.7678,-111.0050497,0.06513151,153.6480765,108.7595268,-56.53576939,97.1716486,138.4114254,-139.8325074
2.7721,-110.8598493,0.15120632,153.7626901,108.8410695,-56.53794724,97.18355104,138.6400573,-139.6103178
2.7764,-110.7157533,0.23764252,153.8758631,108.9216,-56.54011137,97.19532305,138.8673407,-139.3886809
2.7807,-110.5727478,0.32435604,153.9876169,109.001132,-56.54226166,97.20696517,139.0932615,-139.167623
2.785,-110.4308189,0.41126283,154.0979728,109.079679,-56.54439798,97.21847796,139.3178058,-138.9471699
2.7893,-110.2899528,0.49827883,154.2069519,109.1572544,-56.5465202,97.22986198,139.5409596,-138.7273478
2.7936,-110.1501357,0.58531997,154.3145757,109.233872,-56.5486282,97.24111776,139.762709,-138.5081828
2.7979,-110.0113536,0.67230221,154.4208653,109.3095453,-56.55072184,97.25224587,139.9830399,-138.2897009
2.8022,-109.8735928,0.75914147,154.5258421,109.3842877,-56.55280101,97.26324686,140.2019385,-138.0719283
2.8065,-109.7368394,0.8457537,154.6295274,109.4581129,-56.55486557,97.27412127,140.4193907,-137.8548909
2.8108,-109.6010796,0.93205485,154.7319424,109.5310344,-56.55691539,97.28486966,140.6353826,-137.6386148
2.8151,-109.4662994,1.01796084,154.8331083,109.6030658,-56.55895035,97.29549259,140.8499002,-137.4231262
2.8194,-109.332485,1.10338762,154.9330466,109.6742206,-56.56097031,97.3059906,141.0629296,-137.2084511
2.8237,-109.1996227,1.18825113,155.0317784,109.7445125,-56.56297516,97.31636424,141.2744567,-136.9946155
2.828,-109.0676984,1.27246732,155.1293251,109.8139548,-56.56496476,97.32661407,141.4844677,-136.7816456
2.8323,-108.9366985,1.35595211,155.2257079,109.8825613,-56.56693898,97.33674064,141.6929485,-136.5695674
2.8366,-108.8066089,1.43862146,155.3209481,109.9503455,-56.5688977,97.3467445,141.8998852,-136.358407
2.8409,-108.677416,1.5203913,155.415067,110.0173208,-56.57084079,97.3566262,142.1052638,-136.1481905
2.8452,-108.5491057,1.60117757,155.5080859,110.083501,-56.57276812,97.3663863,142.3090703,-135.9389438
2.8495,-108.4216643,1.68089621,155.600026,110.1488994,-56.57467956,97.37602534,142.5112908,-135.7306932
2.8538,-108.295078,1.75946316,155.6909087,110.2135298,-56.57657499,97.38554389,142.7119114,-135.5234647
2.8581,-108.1693328,1.83679437,155.7807551,110.2774056,-56.57845427,97.39494248,142.9109179,-135.3172842
2.8624,-108.0444149,1.91280578,155.8695867,110.3405404,-56.58031729,97.40422167,143.1082966,-135.1121781
2.8667,-107.9203105,1.98741332,155.9574246,110.4029478,-56.5821639,97.41338202,143.3040333,-134.9081722
2.871,-107.7970057,2.06053293,156.0442902,110.4646413,-56.58399399,97.42242408,143.4981142,-134.7052926
2.8753,-107.6744866,2.13208055,156.1302047,110.5256345,-56.58580743,97.43134839,143.6905253,-134.5035655
2.8796,-107.5527394,2.20197214,156.2151895,110.5859409,-56.58760408,97.44015551,143.8812526,-134.303017
2.8839,-107.4317503,2.27012361,156.2992657,110.6455741,-56.58938383,97.44884599,144.0702821,-134.1036729
2.8882,-107.3115054,2.33645093,156.3824547,110.7045477,-56.59114653,97.45742038,144.2575999,-133.9055596
2.8925,-107.1919908,2.40087002,156.4647778,110.7628751,-56.59289207,97.46587925,144.443192,-133.708703
2.8968,-107.0731927,2.46329682,156.5462562,110.82057,-56.59462032,97.47422312,144.6270445,-133.5131291
2.9011,-106.9550973,2.52364729,156.6269112,110.877646,-56.59633115,97.48245257,144.8091433,-133.3188642
2.9054,-106.8376907,2.58183735,156.7067641,110.9341165,-56.59802442,97.49056813,144.9894745,-133.1259341
2.9097,-106.720959,2.63778294,156.7858362,110.9899951,-56.59970002,97.49857037,145.1680241,-132.9343651
2.914,-106.6048897,2.69140002,156.8641473,111.0452946,-56.60135784,97.50645987,145.3447806,-132.7441803
2.9183,-106.4894802,2.74261621,156.9417061,111.1000211,-56.60299791,97.51423742,145.5197482,-132.5553825
2.9226,-106.3747318,2.79143637,157.0185172,111.1541784,-56.60462032,97.52190392,145.6929382,-132.3679661
2.9269,-106.2606458,2.8378967,157.0945849,111.2077701,-56.60622519,97.52946027,145.8643619,-132.1819253
2.9312,-106.1472235,2.88203349,157.1699136,111.2607999,-56.6078126,97.53690737,146.0340305,-131.9972544
2.9355,-106.0344665,2.92388302,157.2445076,111.3132714,-56.60938265,97.54424609,146.2019553,-131.8139477
2.9398,-105.9223759,2.96348158,157.3183713,111.3651883,-56.61093544,97.55147735,146.3681474,-131.6319994
2.9441,-105.8109532,3.00086545,157.3915091,111.4165541,-56.61247106,97.55860203,146.5326182,-131.4514038
2.9484,-105.7001998,3.03607092,157.4639252,111.4673726,-56.61398963,97.56562103,146.6953788,-131.2721553
2.9527,-105.5901169,3.06913427,157.5356242,111.5176474,-56.61549122,97.57253525,146.8564406,-131.0942479
2.957,-105.480706,3.10009179,157.6066103,111.5673821,-56.61697594,97.57934557,147.0158147,-130.9176762
2.9613,-105.3719684,3.12897976,157.6768879,111.6165804,-56.61844389,97.5860529,147.1735124,-130.7424342
2.9656,-105.2639055,3.15583446,157.7464613,111.665246,-56.61989516,97.59265812,147.3295449,-130.5685163
2.9699,-105.1565186,3.18069219,157.8153351,111.7133824,-56.62132986,97.59916214,147.4839236,-130.3959167
2.9742,-105.0498091,3.20358923,157.8835134,111.7609934,-56.62274807,97.60556584,147.6366596,-130.2246297
2.9785,-104.9437784,3.22456186,157.9510007,111.8080825,-56.62414991,97.61187013,147.7877641,-130.0546497
2.9828,-104.8384278,3.24364636,158.0178013,111.8546534,-56.62553545,97.61807589,147.9372485,-129.8859708
2.9871,-104.7337587,3.26087904,158.0839196,111.9007098,-56.62690481,97.62418402,148.0851239,-129.7185873
2.9914,-104.6297724,3.27629615,158.1493599,111.9462554,-56.62825807,97.63019542,148.2314017,-129.5524935
2.9957,-104.5264704,3.28993401,158.2141267,111.9912936,-56.62959535,97.63611097,148.376093,-129.3876837
3,-104.4238539,3.30182887,158.2782243,112.0358283,-56.63091673,97.64193159,148.5192091,-129.2241522
